RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars,ID
1.06,Premium,I,SI1,61.9,57.0,6.61,6.51,4.06,4452,uid_868
0.7,Very Good,F,SI1,63.1,54.0,5.64,5.67,3.57,2278,uid_12924
0.52,Ideal,E,SI1,60.8,55.0,5.2,5.24,3.18,1737,uid_21371
2.01,Fair,I,I1,55.9,64.0,8.48,8.39,4.71,5696,uid_10748
0.36,Ideal,J,VS2,61.5,55.0,4.6,4.63,2.84,459,uid_33019
1.01,Very Good,E,SI2,63.1,61.0,6.34,6.27,3.98,4118,uid_4426
1.51,Very Good,G,SI2,63.2,55.0,7.32,7.27,4.61,8574,uid_6791
1.04,Ideal,H,SI2,59.6,56.0,6.64,6.59,3.94,4077,uid_43676
0.25,Very Good,F,VVS2,60.1,57.0,4.1,4.13,2.47,633,uid_50288
0.73,Ideal,G,SI2,61.8,56.0,5.76,5.8,3.57,2210,uid_28317
1.51,Premium,G,VS1,62.4,60.0,7.34,7.3,4.57,12948,uid_40854
1.21,Premium,E,SI2,58.8,58.0,7.07,6.91,4.11,6065,uid_21660
0.31,Premium,D,VVS1,62.7,58.0,4.3,4.31,2.7,882,uid_53470
0.72,Very Good,E,SI1,62.6,59.0,5.66,5.71,3.56,2474,uid_3421
0.3,Very Good,I,VVS2,60.1,63.0,4.31,4.28,2.58,675,uid_25206
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4858,uid_4955
0.51,Ideal,G,VVS2,60.1,56.0,5.22,5.24,3.14,1813,uid_37558
0.7,Good,E,VVS2,60.1,63.0,5.68,5.71,3.42,2857,uid_13961
0.4,Very Good,G,SI1,58.3,62.0,4.81,4.86,2.82,636,uid_36709
1.2,Very Good,J,SI1,61.8,57.7,6.78,6.91,4.23,5083,uid_36723
0.83,Premium,E,SI2,59.2,60.0,6.17,6.12,3.64,2859,uid_36905
0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,1693,uid_20826
1.52,Ideal,G,VS1,59.7,57.0,7.5,7.48,4.47,13903,uid_49911
0.24,Ideal,G,IF,61.8,55.0,3.99,4.02,2.47,559,uid_347
0.57,Ideal,G,VS2,61.8,57.0,5.3,5.32,3.28,1608,uid_17980
0.43,Very Good,F,VS1,61.0,57.0,4.84,4.89,2.97,1056,uid_21579
1.02,Ideal,G,SI1,60.5,59.0,6.55,6.51,3.95,4882,uid_8181
0.71,Ideal,J,VS2,62.0,56.0,5.7,5.75,3.55,2052,uid_17305
0.77,Ideal,E,SI2,62.0,54.0,5.89,5.92,3.66,2563,uid_47594
0.9,Very Good,I,SI1,61.7,58.0,6.17,6.21,3.82,3274,uid_49816
1.12,Premium,J,SI2,60.7,61.0,6.71,6.64,4.05,3266,uid_52042
0.57,Good,D,SI1,59.3,61.0,5.34,5.38,3.18,1561,uid_7447
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2196,uid_35376
1.51,Premium,F,SI1,62.3,61.0,7.29,7.22,4.52,10866,uid_41499
0.35,Ideal,D,SI2,61.8,57.0,4.57,4.53,2.81,669,uid_24345
1.04,Very Good,D,IF,61.3,56.0,6.53,6.55,4.01,18542,uid_19145
0.6,Very Good,E,VS2,62.9,59.0,5.34,5.38,3.37,2085,uid_17874
0.36,Premium,D,SI1,60.4,58.0,4.64,4.6,2.79,851,uid_4571
0.5,Good,G,VS2,57.9,61.0,5.2,5.23,3.02,1316,uid_21210
0.33,Good,E,SI1,63.4,55.0,4.37,4.4,2.78,579,uid_9956
0.33,Ideal,H,IF,61.6,55.0,4.48,4.51,2.77,838,uid_48219
1.38,Good,J,SI2,63.7,58.0,7.06,7.01,4.48,4598,uid_22268
0.63,Very Good,H,VVS1,62.0,57.0,5.47,5.5,3.4,2127,uid_48162
2.03,Ideal,J,VS2,62.1,57.0,8.15,8.08,5.04,13880,uid_26718
0.34,Premium,I,SI1,60.2,59.0,4.52,4.55,2.73,447,uid_19244
1.26,Premium,D,SI1,59.5,59.0,7.13,7.06,4.22,7903,uid_12346
0.23,Very Good,D,VS2,60.5,61.0,3.96,3.97,2.4,357,uid_31432
1.16,Ideal,H,SI1,60.0,60.0,6.87,6.84,4.11,5852,uid_9223
0.55,Ideal,F,VS1,61.4,55.0,5.28,5.24,3.23,1901,uid_10608
0.31,Ideal,H,VS1,62.2,57.0,4.37,4.34,2.71,698,uid_14490
2.2,Premium,I,SI2,61.8,54.0,8.45,8.4,5.2,13719,uid_28193
0.74,Very Good,E,SI2,61.7,56.0,5.76,5.9,3.6,2179,uid_32830
1.07,Very Good,G,VS2,60.9,58.0,6.56,6.6,4.01,6355,uid_12139
1.12,Premium,G,SI1,59.5,62.0,6.81,6.76,4.04,5181,uid_46194
1.0,Premium,F,VVS2,59.9,60.0,6.5,6.46,3.88,8602,uid_5448
0.28,Very Good,E,VS1,61.4,60.0,4.16,4.24,2.58,452,uid_13873
1.2,Premium,J,VS2,61.8,59.0,6.84,6.76,4.2,4611,uid_31001
1.02,Ideal,G,VS1,61.3,57.0,6.48,6.51,3.98,7324,uid_34513
1.02,Ideal,H,SI1,62.5,57.0,6.41,6.46,4.02,4746,uid_36542
0.32,Premium,D,VS1,60.5,59.0,4.49,4.45,2.7,1030,uid_16840
0.61,Ideal,I,VS2,62.0,57.0,5.43,5.46,3.37,1627,uid_38447
0.53,Ideal,E,VVS2,62.5,57.0,5.12,5.18,3.22,2250,uid_41137
0.24,Very Good,E,VS2,63.5,53.0,3.96,3.98,2.52,419,uid_5620
0.51,Premium,E,SI1,62.6,60.0,5.13,5.06,3.2,1237,uid_48294
0.7,Ideal,J,VS1,61.4,55.0,5.72,5.75,3.53,2107,uid_36139
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,4987,uid_29354
0.91,Very Good,E,VS2,61.6,58.0,6.18,6.2,3.81,4823,uid_39362
1.29,Ideal,E,VVS2,59.8,59.0,7.07,7.11,4.24,13530,uid_37634
1.41,Good,D,SI2,63.9,60.0,7.08,7.0,4.5,7501,uid_1026
0.35,Good,G,SI1,63.4,56.0,4.46,4.5,2.84,522,uid_27504
0.3,Very Good,G,VVS1,61.9,55.0,4.31,4.32,2.67,680,uid_42079
0.42,Ideal,H,SI2,62.0,54.0,4.81,4.83,2.99,625,uid_14557
0.73,Premium,G,SI1,62.0,58.0,5.75,5.8,3.58,2163,uid_12350
2.29,Premium,G,SI2,62.5,59.0,8.38,8.33,5.22,14108,uid_31807
0.83,Ideal,E,SI2,61.0,57.0,6.06,6.13,3.72,3143,uid_12783
0.32,Premium,H,VVS1,61.4,58.0,4.41,4.38,2.7,936,uid_36501
0.54,Ideal,G,SI1,61.5,55.1,5.25,5.27,3.23,1395,uid_4594
1.2,Ideal,I,SI1,62.2,56.0,6.75,6.73,4.19,5174,uid_41244
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,458,uid_21845
1.5,Ideal,I,VS1,62.0,54.0,7.32,7.38,4.56,10164,uid_46195
0.39,Premium,E,VS1,59.6,60.0,4.72,4.75,2.82,1026,uid_40531
0.56,Premium,G,SI1,60.2,59.0,5.34,5.36,3.22,1340,uid_47207
1.06,Very Good,H,SI1,59.3,59.0,6.66,6.7,3.96,5664,uid_51769
0.58,Premium,I,VVS1,62.6,59.0,5.27,5.31,3.31,1636,uid_7073
1.04,Premium,E,SI1,62.2,56.0,6.56,6.49,4.06,5612,uid_13455
0.7,Ideal,F,SI1,61.4,57.0,5.69,5.67,3.49,2596,uid_50048
1.01,Ideal,G,VS1,62.4,56.0,6.37,6.42,3.99,6066,uid_53518
1.52,Good,I,SI1,64.0,58.0,7.27,7.2,4.63,9295,uid_31494
0.5,Very Good,G,VVS2,62.2,61.0,5.07,5.09,3.16,1715,uid_30080
0.3,Good,G,VVS2,63.8,57.0,4.24,4.26,2.71,684,uid_52134
1.21,Premium,I,SI1,61.8,59.0,6.85,6.81,4.22,5276,uid_770
1.1,Premium,H,SI1,60.4,60.0,6.72,6.68,4.05,5056,uid_47698
1.07,Ideal,F,SI2,61.6,57.0,6.56,6.53,4.03,5405,uid_22525
0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727,uid_3420
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1333,uid_24927
0.51,Very Good,E,VS2,63.6,59.0,4.99,5.07,3.2,1577,uid_35402
0.29,Ideal,G,VS1,61.9,55.0,4.25,4.28,2.64,532,uid_4168
2.09,Good,J,VS2,57.2,64.0,8.51,8.46,4.85,11576,uid_36910
0.81,Premium,G,SI2,59.0,57.0,6.14,6.1,3.61,2274,uid_53064
0.42,Premium,E,SI1,62.7,59.0,4.79,4.78,3.0,992,uid_492
1.04,Very Good,H,SI1,63.2,57.0,6.45,6.4,4.06,4310,uid_24840
0.3,Ideal,H,VS1,62.1,54.0,4.32,4.35,2.69,526,uid_6223
1.06,Ideal,I,VS2,62.3,56.0,6.56,6.51,4.07,4530,uid_11122
0.37,Premium,E,SI1,61.8,58.0,4.64,4.59,2.85,833,uid_32351
0.36,Very Good,E,SI1,62.4,55.0,4.52,4.55,2.83,631,uid_19236
0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,1352,uid_12138
0.32,Ideal,F,IF,62.2,55.0,4.4,4.38,2.73,1080,uid_12367
2.0,Fair,H,I1,66.8,57.0,7.81,7.72,5.19,8064,uid_11702
0.43,Ideal,F,SI1,62.5,56.0,4.84,4.82,3.02,975,uid_6627
1.21,Ideal,H,SI1,61.1,57.0,6.83,6.91,4.2,6069,uid_21237
0.37,Very Good,G,VS1,58.3,62.0,4.72,4.75,2.76,696,uid_48804
2.02,Premium,G,SI2,60.1,59.0,8.21,8.29,4.96,16944,uid_18278
0.7,Good,F,SI1,63.1,56.0,5.63,5.66,3.56,2127,uid_22696
0.26,Ideal,E,VS1,61.8,55.0,4.09,4.13,2.54,452,uid_42898
0.52,Ideal,D,VS2,62.6,55.0,5.12,5.14,3.21,1822,uid_28484
0.78,Ideal,D,SI1,62.2,55.0,5.92,5.95,3.69,3389,uid_8233
1.51,Good,F,VS2,62.0,59.0,7.18,7.37,4.51,13819,uid_28715
0.43,Ideal,F,SI1,61.3,56.0,4.86,4.9,2.99,739,uid_46571
0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1612,uid_15768
0.52,Very Good,I,VS1,61.5,56.3,5.16,5.19,3.18,1262,uid_30332
1.03,Good,D,SI1,64.3,58.0,6.31,6.28,4.05,4441,uid_38352
1.0,Good,F,VS2,63.7,59.0,6.32,6.27,4.01,6037,uid_2747
1.24,Premium,I,SI1,60.4,58.0,7.02,6.95,4.22,5555,uid_19247
0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,852,uid_22256
0.73,Ideal,H,SI1,61.5,55.0,5.79,5.84,3.57,2605,uid_48499
0.33,Very Good,F,SI1,60.9,54.0,4.47,4.52,2.73,588,uid_28657
0.41,Premium,F,SI1,59.8,59.0,4.85,4.82,2.89,969,uid_13356
0.71,Ideal,E,SI1,61.3,57.0,5.81,5.78,3.55,2704,uid_50992
0.7,Premium,G,VS1,61.4,59.0,5.59,5.74,3.51,2512,uid_19510
0.8,Very Good,H,VS2,63.4,60.0,5.92,5.82,3.72,2797,uid_13888
0.51,Ideal,E,VS2,62.4,57.0,5.13,5.1,3.19,1781,uid_12395
1.1,Ideal,E,SI2,59.4,54.0,6.79,6.74,4.02,4071,uid_40730
0.9,Very Good,F,SI2,62.8,54.0,6.05,6.15,3.83,3217,uid_42919
1.06,Ideal,H,SI2,62.8,57.0,6.57,6.49,4.1,4452,uid_24767
1.12,Premium,H,SI2,62.0,57.0,6.68,6.61,4.12,4641,uid_44312
0.94,Ideal,G,VVS1,62.4,58.0,6.22,6.27,3.9,6488,uid_11149
2.14,Premium,I,VS2,59.3,59.0,8.43,8.39,5.0,15559,uid_51051
1.18,Ideal,I,VVS1,59.7,54.0,6.99,6.92,4.15,6494,uid_36361
1.04,Ideal,F,SI2,62.1,57.0,6.46,6.48,4.02,4668,uid_19230
0.71,Ideal,I,VS1,61.3,57.0,5.73,5.75,3.51,2525,uid_16721
0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,657,uid_32209
0.73,Ideal,G,VVS1,61.9,57.0,5.76,5.8,3.58,3669,uid_42535
0.41,Good,E,VS2,63.1,64.0,4.63,4.66,2.93,910,uid_2576
0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,958,uid_29444
1.27,Ideal,G,SI2,58.8,56.0,7.16,7.06,4.18,4936,uid_2328
0.37,Ideal,I,VS2,61.7,57.0,4.64,4.6,2.85,666,uid_36428
0.33,Premium,G,VS2,61.3,59.0,4.44,4.46,2.73,579,uid_47807
1.19,Premium,J,SI1,63.0,54.0,6.82,6.74,4.27,4498,uid_22130
1.01,Good,G,VS1,64.0,60.0,6.29,6.33,4.04,6509,uid_17467
0.72,Very Good,G,SI1,62.4,59.0,5.67,5.7,3.55,2482,uid_49370
0.38,Ideal,D,VS1,62.0,57.0,4.69,4.7,2.91,882,uid_6265
0.38,Ideal,D,SI1,61.3,57.0,4.67,4.7,2.87,884,uid_10396
0.33,Very Good,G,SI1,61.1,59.0,4.42,4.45,2.71,492,uid_5010
1.02,Very Good,F,SI1,63.2,59.0,6.38,6.35,4.02,5398,uid_36505
0.36,Ideal,D,VVS2,61.6,57.0,4.56,4.59,2.82,1042,uid_35204
0.24,Very Good,D,VVS2,62.9,58.0,3.96,3.99,2.5,552,uid_42768
0.33,Very Good,F,SI1,62.8,58.0,4.4,4.42,2.77,550,uid_29539
0.51,Ideal,D,VS2,62.3,55.0,5.19,5.12,3.21,1882,uid_14473
0.4,Ideal,G,VVS1,61.6,57.0,4.76,4.75,2.93,1200,uid_41791
1.51,Good,D,SI2,64.1,61.0,7.18,7.14,4.59,8706,uid_34503
0.34,Very Good,F,SI2,61.7,61.0,4.44,4.48,2.75,447,uid_26618
1.01,Ideal,F,VVS2,59.6,60.0,6.56,6.52,3.9,9040,uid_29344
1.0,Very Good,G,VS2,63.5,59.0,6.33,6.23,3.99,5967,uid_26893
1.7,Premium,F,SI2,61.8,60.0,7.64,7.56,4.7,10377,uid_3347
0.61,Ideal,I,VVS2,62.0,54.0,5.51,5.47,3.4,1867,uid_14379
1.22,Ideal,J,VS2,61.0,55.0,6.92,6.96,4.23,6052,uid_20689
1.5,Good,G,SI2,64.3,57.0,7.2,7.29,4.66,8043,uid_52805
0.78,Very Good,H,SI2,62.9,55.0,5.83,5.87,3.68,2125,uid_45495
1.02,Very Good,F,VS2,59.9,56.0,6.56,6.6,3.94,6632,uid_25810
0.77,Ideal,H,VS1,61.3,56.0,5.91,5.97,3.64,3468,uid_21153
0.71,Ideal,G,VS1,62.9,58.0,5.66,5.69,3.57,2820,uid_22435
0.58,Good,E,VS1,61.5,61.9,5.3,5.34,3.27,2041,uid_42727
1.52,Very Good,F,SI1,61.4,59.0,7.39,7.46,4.56,11776,uid_23088
0.42,Premium,E,SI1,61.5,58.0,4.84,4.78,2.96,926,uid_10071
0.56,Ideal,J,VS2,62.0,56.0,5.27,5.31,3.28,1224,uid_23289
0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,461,uid_5531
0.3,Ideal,E,VS2,61.3,57.0,4.3,4.34,2.65,621,uid_51856
1.08,Good,J,SI2,63.2,59.0,6.4,6.57,4.1,3742,uid_51243
0.3,Very Good,H,VVS1,63.3,55.0,4.34,4.29,2.73,878,uid_50453
0.79,Very Good,E,SI1,63.3,56.3,5.85,5.88,3.71,3138,uid_41006
1.64,Ideal,G,VS2,61.5,56.0,7.59,7.62,4.68,16297,uid_23837
1.01,Very Good,E,VS1,60.9,55.0,6.48,6.58,3.98,7094,uid_46602
0.53,Ideal,D,VS2,60.9,57.0,5.17,5.24,3.17,1783,uid_49050
0.42,Ideal,G,VS1,62.7,54.0,4.83,4.8,3.02,984,uid_40759
0.31,Ideal,G,IF,61.0,57.0,4.4,4.42,2.69,891,uid_48771
2.01,Very Good,F,SI2,62.0,54.0,8.03,8.12,5.01,17005,uid_6472
0.24,Ideal,F,VVS2,60.7,56.0,3.98,4.03,2.43,552,uid_23756
0.62,Ideal,D,SI1,62.2,55.0,5.51,5.45,3.41,2062,uid_9498
1.01,Very Good,G,SI2,62.0,58.0,6.41,6.46,3.99,3682,uid_22131
1.06,Premium,F,SI1,61.9,58.0,6.58,6.53,4.06,4862,uid_43659
0.53,Ideal,E,VVS1,61.5,54.0,5.25,5.23,3.22,3352,uid_52883
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3704,uid_32896
0.3,Very Good,I,VS1,60.8,59.0,4.3,4.32,2.62,473,uid_37764
1.53,Very Good,E,SI1,63.5,58.0,7.35,7.29,4.65,11406,uid_26031
0.9,Good,D,SI1,64.4,60.0,5.95,6.0,3.85,4117,uid_49304
0.34,Ideal,D,VS2,62.0,54.0,4.52,4.48,2.79,1033,uid_16807
0.41,Ideal,D,SI1,61.8,56.0,4.78,4.73,2.94,1122,uid_44915
1.62,Premium,G,VS2,62.3,58.0,7.49,7.54,4.68,13578,uid_28341
0.4,Ideal,E,VS1,61.2,57.0,4.74,4.77,2.91,1053,uid_7508
0.36,Premium,F,VS1,60.7,58.0,4.57,4.62,2.79,789,uid_5869
1.0,Very Good,G,VVS1,62.3,55.0,6.34,6.44,3.98,8246,uid_22566
1.0,Very Good,H,SI1,62.7,59.0,6.3,6.37,3.97,4702,uid_30196
0.8,Very Good,D,VS2,60.6,63.0,5.94,5.9,3.59,3419,uid_3930
0.54,Ideal,G,VVS2,61.2,56.0,5.25,5.28,3.22,1914,uid_1016
1.01,Very Good,I,SI1,62.8,58.0,6.37,6.4,4.01,3888,uid_8616
1.09,Ideal,G,VS2,60.6,57.0,6.68,6.73,4.06,7227,uid_2064
1.59,Ideal,I,SI1,62.4,58.0,7.43,7.48,4.65,9209,uid_11772
0.42,Ideal,F,VS1,61.3,57.0,4.8,4.85,2.96,1031,uid_43090
0.5,Fair,F,VS2,64.9,58.0,4.99,4.9,3.21,1225,uid_27211
0.51,Ideal,H,SI2,61.8,53.0,5.14,5.18,3.19,983,uid_50998
1.01,Very Good,F,VS2,61.0,57.0,6.42,6.5,3.94,6073,uid_3608
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,596,uid_29103
0.57,Very Good,F,VVS2,63.2,56.0,5.28,5.32,3.35,1902,uid_11338
1.11,Very Good,F,VVS2,60.8,57.0,6.7,6.73,4.08,9792,uid_26033
1.01,Premium,I,SI2,61.7,60.0,6.34,6.4,3.93,3749,uid_52954
0.58,Ideal,F,VVS2,62.2,56.0,5.32,5.35,3.32,2509,uid_40575
0.56,Ideal,D,SI1,61.9,57.0,5.27,5.3,3.27,2053,uid_30781
0.4,Ideal,F,VVS1,61.5,56.0,4.77,4.73,2.92,1206,uid_52133
2.04,Ideal,G,SI1,61.9,58.0,8.12,8.16,5.04,18153,uid_6987
0.4,Good,E,SI1,63.8,56.0,4.74,4.7,3.01,882,uid_53324
1.21,Very Good,E,VS2,61.5,59.0,6.82,6.88,4.21,8886,uid_42772
0.3,Very Good,D,VS2,62.8,59.0,4.26,4.28,2.68,710,uid_4873
2.5,Good,J,VS2,62.0,58.0,8.63,8.6,5.34,18325,uid_41505
1.0,Premium,E,VS1,61.9,60.0,6.44,6.41,3.98,7392,uid_10081
0.83,Ideal,H,SI2,61.8,57.0,6.08,5.99,3.73,1863,uid_51660
0.56,Very Good,H,VS1,62.8,56.0,5.23,5.28,3.3,1580,uid_23401
1.57,Very Good,J,SI2,62.1,60.0,7.37,7.41,4.59,6702,uid_18320
0.31,Very Good,F,VS2,58.3,61.0,4.44,4.48,2.6,583,uid_52296
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3142,uid_9697
0.76,Fair,G,VS1,59.0,70.0,5.89,5.8,3.46,2800,uid_42765
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,7153,uid_19281
1.31,Ideal,F,SI1,61.6,55.0,7.04,7.09,4.35,9331,uid_38910
2.22,Ideal,G,SI2,60.9,57.0,8.47,8.42,5.14,15584,uid_37311
0.34,Premium,H,VS2,60.2,60.0,4.51,4.56,2.73,537,uid_9559
0.66,Very Good,G,VVS2,60.5,59.0,5.67,5.72,3.44,2211,uid_49351
0.3,Ideal,G,VS2,61.6,57.0,4.3,4.33,2.66,545,uid_9138
2.16,Premium,H,SI2,59.7,60.0,8.38,8.3,4.98,16400,uid_24943
0.25,Very Good,E,VS2,63.3,56.0,4.01,4.05,2.55,436,uid_48359
0.43,Ideal,G,VS1,61.1,56.0,4.86,4.9,2.98,943,uid_15522
0.59,Premium,E,VS2,62.3,55.0,5.43,5.39,3.37,1883,uid_27494
0.52,Ideal,E,VS2,60.9,57.0,5.23,5.21,3.18,1815,uid_33981
0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,2326,uid_24821
0.73,Premium,E,VS1,61.2,58.0,5.77,5.83,3.55,3370,uid_35254
0.55,Ideal,D,VS2,61.6,56.0,5.25,5.3,3.25,1925,uid_50752
0.53,Ideal,F,VVS2,62.2,54.0,5.19,5.22,3.24,2175,uid_3668
0.71,Ideal,G,VVS1,61.7,57.0,5.7,5.75,3.53,2982,uid_31606
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,4270,uid_25754
0.35,Ideal,J,IF,61.8,55.0,4.54,4.56,2.81,569,uid_50379
0.72,Ideal,E,SI1,61.0,57.0,5.77,5.8,3.53,3012,uid_11253
0.3,Very Good,F,SI1,62.8,56.0,4.24,4.26,2.67,500,uid_11878
1.52,Good,H,VS1,63.5,60.0,7.24,7.28,4.61,11804,uid_19585
0.35,Ideal,H,SI1,62.3,57.0,4.55,4.5,2.82,630,uid_9890
1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,4581,uid_36702
0.33,Ideal,E,VS2,60.8,57.0,4.45,4.47,2.71,723,uid_47845
0.33,Ideal,E,VVS2,61.0,54.0,4.49,4.52,2.75,741,uid_43470
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5329,uid_22651
1.17,Fair,I,I1,65.4,62.0,6.68,6.57,4.33,2935,uid_21196
1.1,Ideal,F,VS1,61.5,59.0,6.63,6.58,4.06,8796,uid_35727
1.03,Fair,E,SI2,65.3,59.0,6.3,6.25,4.1,3876,uid_6637
0.8,Ideal,G,SI1,60.8,57.0,6.02,6.05,3.67,2699,uid_38525
0.33,Ideal,D,SI1,62.0,56.0,4.44,4.47,2.76,567,uid_32047
1.62,Premium,I,VS1,61.7,59.0,7.55,7.47,4.63,10362,uid_10219
1.01,Very Good,I,SI1,63.4,55.0,6.39,6.35,4.04,4185,uid_9523
0.42,Very Good,F,VVS2,61.6,59.0,4.83,4.84,2.98,1131,uid_37437
0.61,Premium,G,SI1,60.8,60.0,5.42,5.42,3.31,1255,uid_37026
0.33,Premium,G,VVS2,61.7,59.0,4.42,4.39,2.72,965,uid_18390
1.11,Very Good,H,SI1,61.9,58.0,6.63,6.65,4.11,5780,uid_49499
0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,1919,uid_21591
0.33,Premium,G,VS1,61.8,59.0,4.39,4.45,2.73,666,uid_27400
0.26,Very Good,F,VVS2,61.4,56.0,4.14,4.17,2.55,657,uid_13574
0.51,Premium,G,VS2,62.7,58.0,5.12,5.09,3.2,1546,uid_31077
0.58,Premium,H,SI1,58.4,59.0,5.51,5.48,3.21,1332,uid_3460
0.9,Very Good,D,SI1,59.6,62.0,6.19,6.22,3.7,4693,uid_46391
0.31,Good,E,SI1,63.1,57.0,4.28,4.31,2.71,544,uid_4527
0.33,Ideal,E,VS2,61.6,57.0,4.46,4.44,2.74,928,uid_23239
0.9,Fair,H,I1,66.9,63.0,6.04,5.91,4.0,1758,uid_41492
1.01,Very Good,H,SI1,62.1,60.0,6.4,6.44,3.99,4432,uid_46595
0.31,Ideal,E,VVS1,61.8,56.0,4.34,4.36,2.69,924,uid_28122
1.06,Ideal,G,VS2,61.3,57.0,6.56,6.58,4.03,6809,uid_25378
1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,6112,uid_37968
0.27,Very Good,E,VVS2,58.6,61.0,4.27,4.3,2.51,575,uid_39621
0.3,Ideal,G,VS2,61.3,56.0,4.3,4.28,2.63,675,uid_52573
2.01,Good,I,VS2,59.0,64.0,8.25,8.19,4.85,11115,uid_51159
1.01,Good,G,VS2,63.6,60.0,6.35,6.3,4.02,5701,uid_52510
0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,1437,uid_6108
0.31,Ideal,E,VS1,61.7,56.0,4.37,4.41,2.71,734,uid_15884
0.36,Very Good,D,VVS1,59.0,59.0,4.66,4.69,2.76,1119,uid_16350
0.32,Ideal,E,VS2,62.3,56.0,4.41,4.38,2.74,900,uid_47917
0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,2386,uid_41987
0.7,Good,D,SI1,62.6,62.0,5.61,5.64,3.52,2546,uid_50246
0.91,Very Good,D,SI2,59.3,60.0,6.28,6.33,3.74,3828,uid_14812
0.4,Very Good,D,VS1,63.1,55.0,4.7,4.74,2.98,967,uid_29222
1.02,Ideal,H,SI1,58.8,57.0,6.66,6.6,3.9,4819,uid_36375
0.5,Good,E,VS2,63.3,56.0,5.11,5.03,3.21,1407,uid_22583
0.4,Very Good,D,SI1,63.1,61.0,4.71,4.67,2.96,924,uid_18073
1.11,Premium,I,SI1,60.6,59.0,6.73,6.66,4.06,4911,uid_47573
0.54,Very Good,D,SI1,62.1,58.0,5.21,5.23,3.24,1662,uid_19576
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9704,uid_24780
0.7,Very Good,F,SI1,59.1,59.0,5.76,5.91,3.45,2278,uid_1468
1.23,Ideal,H,I1,61.9,61.0,6.85,6.79,4.22,3905,uid_45023
0.54,Premium,D,VS2,61.5,58.0,5.21,5.26,3.22,1892,uid_44853
1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,4979,uid_51825
1.2,Ideal,E,VVS1,61.6,57.0,6.83,6.78,4.19,13597,uid_52488
0.31,Ideal,G,VVS1,59.5,56.0,4.43,4.41,2.63,1046,uid_22316
1.2,Ideal,G,VS1,62.0,57.0,6.81,6.78,4.21,8701,uid_52425
1.5,Premium,I,VS2,61.4,58.0,7.28,7.24,4.46,11655,uid_7605
0.35,Ideal,G,VS2,61.3,56.0,4.55,4.58,2.8,807,uid_35077
1.2,Premium,G,VS1,62.4,59.0,6.73,6.69,4.19,8056,uid_3894
0.71,Ideal,E,VS1,61.1,57.0,5.74,5.78,3.52,4053,uid_30716
0.27,Very Good,F,IF,60.4,58.0,4.18,4.2,2.53,560,uid_25346
0.52,Ideal,H,VS1,61.4,56.0,5.2,5.23,3.2,1408,uid_29570
0.32,Ideal,D,VS2,60.5,56.0,4.48,4.45,2.7,972,uid_2521
0.51,Premium,D,VVS2,61.6,59.0,5.12,5.08,3.14,2087,uid_23946
0.36,Ideal,E,VS1,60.8,55.0,4.58,4.63,2.8,767,uid_38570
0.7,Premium,E,SI2,61.8,60.0,5.65,5.61,3.48,2342,uid_47409
0.23,Ideal,G,VS1,61.9,54.0,3.93,3.95,2.44,404,uid_27943
0.32,Premium,D,SI1,60.8,58.0,4.44,4.41,2.69,756,uid_46452
1.01,Very Good,I,SI1,62.1,58.0,6.37,6.39,3.96,4681,uid_34555
1.09,Premium,D,SI2,61.2,60.0,6.64,6.6,4.05,5258,uid_26393
0.32,Very Good,G,IF,62.9,55.0,4.37,4.4,2.75,872,uid_50623
0.32,Ideal,D,VS2,62.2,55.0,4.41,4.37,2.73,972,uid_3756
